Category,Article Link,Summary
Delegates  🏛,https://gov.optimism.io/t/jack-anorak-delegate-communication-thread/4367,"This text is a record of Jack anorak's voting history and opinions as a delegate in the Optimism Collective. It includes detailed explanations for their voting decisions on various proposals, from grants to protocol delegation programs. Jack anorak expresses concerns about the allocation of funds, the effectiveness of some missions, and the lack of a coherent framework for evaluating proposals.  They advocate for a more competitive and strategic approach to governance and emphasize the importance of aligning with Optimism's broader vision. The text also highlights Jack anorak's commitment to transparency and their desire to collaborate with fellow delegates to improve the governance process. 
"
Delegates  🏛,https://gov.optimism.io/t/nanobro-delegate-communication-thread/8837,"This text is from the Optimism Collective forum and describes Nanobro, a delegate who is part of a crypto community focused on the OP Superchain and Ethereum mainnet. 

Here's a summary:

* **Nanobro's Background:** A crypto community founder, Ethereum and Optimism educator, Optimism Ambassador, and Optimism delegate with significant voting power.
* **Voting History:** Nanobro has voted on 47 proposals, with a voting power of 40,000 OP.
* **Goals:** To make the OP ecosystem more secure, transparent, and accessible to more users.
* **Recent Votes:** Nanobro provides a link to details about their recent votes, including their support for Rolling Mission Requests.
* **Forum Activity:** The text shows Nanobro's participation in the Optimism Forum, with posts about weekly recaps and their delegate updates.

Overall, the text highlights Nanobro's active role in the Optimism community and their commitment to the platform's development. 
"
Delegates  🏛,https://gov.optimism.io/t/opuser-delegate-communication-thread/2777,"This text is a record of a delegate's communication thread on the Optimism Collective, focusing on their updates, opinions, and votes on various proposals and governance matters. 

Here are some key takeaways:

* **Governance Concerns:** The delegate expresses concerns about the lack of clarity in proposal timelines, lack of engagement from the community, and the need for a more structured process for filtering public good proposals.
* **Feedback & Accountability:** They emphasize the importance of timely feedback for project teams and advocate for enhanced accountability in project funding, emphasizing the need for reports on past spending and clear plans for user retention.
* **Proposal Evaluation:** The delegate highlights the importance of focusing on direct protocol iteration, development support, and long-term sustainability beyond solely user onboarding and liquidity incentives.
* **Engagement & Incentives:** They discuss strategies to increase community engagement, such as retroactive rewards for active participation and potential incentives tied to voting for active delegates.
* **Governance Structure & Power:** The delegate voices concerns about the potential centralization of power with the proposed protocol delegation program and emphasizes the need for inclusivity and a more decentralized governance structure. 

Overall, this thread offers a detailed glimpse into the ongoing discourse and challenges within the Optimism Collective's governance process, highlighting the ongoing efforts to refine and improve its effectiveness. 
"
Delegates  🏛,https://gov.optimism.io/t/tribuni-alpha-launch-telegram-mini-app-built-by-delegates-for-delegates/8568,"Tribuni is a Telegram mini-app designed to simplify and enhance governance participation on the Optimism Collective. Developed by delegates for delegates, it aims to address the challenge of staying up-to-date on a vast amount of governance information.

**Key Features:**

* **Proposal Alerts:**  Tribuni sends alerts about live proposals, providing delegates with timely information.
* **Proposal Summaries:** Offers concise summaries of proposals, making it easier to understand key points.
* **Forum Digest:**  An LLM-powered feature that processes forum posts and delivers daily digests with TL;DR summaries, sentiment analysis, and key feedback highlights.
* **Time Expiry Reminders:**  Allows users to set alerts for proposal deadlines, preventing last-minute rushes.

**Benefits:**

* **Reduces Tooling Silo:**  By operating within Telegram, Tribuni eliminates the need for users to switch between different platforms.
* **Increased Engagement:**  Makes governance participation more convenient and engaging for delegates.
* **Community Collaboration:**  Encourages feedback and input from the community to improve Tribuni's features.

**Impact:**

* **Increased Participation:**  Tribuni has already seen 31 users, including 23 active OP delegates, representing a significant portion of the total votable supply.
* **Improved Governance:**  Tribuni's user-friendly approach and timely information make it easier for delegates to stay informed and participate actively.

The community is actively engaged in providing feedback and suggesting new features to enhance Tribuni's functionality and make governance participation more efficient and accessible.
"
Delegates  🏛,https://gov.optimism.io/t/voting-cycle-roundup-26/8689,"This text is a summary of the 26th Voting Cycle of the Optimism Collective, a decentralized organization focused on the Optimism blockchain. 

**Key information:**

* **Timeline:** The voting cycle runs from August 8th to August 28th, with a snapshot of delegate voting weights taken at the start.
* **Voting:** Delegates can vote on proposals at https://vote.optimism.io/ from August 22nd onwards.
* **Citizens' House Veto:** The Citizens' House has a week to veto any approved upgrades, starting on August 29th.
* **Upgrade Proposal:** The current upgrade proposal, #10, addresses security vulnerabilities identified in the Granite Network.
* **Security Council Elections:** The Security Council Cohort A election is ongoing, with self-nominees needing 8 Top 100 delegate approvals by August 19th to be considered for voting.

Overall, this text provides a brief overview of the current voting cycle, its timeline, key proposals, and important deadlines. 
"
Retro  Funding 🔴,https://gov.optimism.io/t/is-completing-a-gov-mission-outside-of-the-gov-rpgf-round-scope/9104,"The Optimism Collective is debating whether a university module about Optimism, completed by the InBest & ETH Costa Rica team, should receive retro funding. 

The team argues that their work fulfills the goals of a governance mission, and that their success should be rewarded. They are frustrated by the rejection of their project, especially since they invested significant resources into it. 

They highlight that the project resulted in a successful two-month university module, teaching students about governance, technology, grants, and even how to apply for mission grants. They believe the project's impact outweighs the argument that it is ""outside of scope"" for the current governance round. 

The team is seeking support from the Optimism Collective to acknowledge their contribution and potentially retroactively fund their work. 
"
Retro  Funding 🔴,https://gov.optimism.io/t/retro-funding-5-voting-rationale-thread/8922,"The Optimism Collective's Retro Funding 5 was a round of voting where badgeholders allocated 8 million OP tokens to projects that contributed to the Optimism ecosystem. The focus of this round was on Ethereum Core Contributions, OP Stack Research & Development, and OP Stack Tooling.

**Key Points:**

* **Badgeholders generally supported the full 8 million OP allocation, recognizing the importance of funding projects in these critical categories.**
* **There was a strong emphasis on allocating funds to projects that were directly involved in the development and advancement of the OP Stack.**
* **The voting process itself was generally positive, with improvements in the user interface and the ability to import CSV files for more flexible allocation management.**
* **Some concerns were raised about the categorization between OP Stack R&D and OP Stack Tooling, as some projects fit into both categories, leading to confusion over allocation.**
* **The use of Pairwise, a tool for comparing projects, was generally well-received, but some badgeholders found it difficult to make adjustments to their allocations.**
* **Overall, the experience was considered an improvement over previous rounds, with many badgeholders expressing enthusiasm for the increased transparency and streamlined voting process.**

**Here's a breakdown of the voting rationale presented in the text:**

* **Luckyhooman.eth** prioritized projects that hadn't received RPGF before and those showing significant progress since round 3.
* **cheeky-gorilla** allocated the budget based on how existential each category was to Optimism, with Ethereum Core Contributions receiving the highest weight.
* **joanbp** provided links to her voting rationale and reflections on the review process.
* **catjam** allocated 5M OP out of the 8M available, feeling the quality of some applications wasn't high enough to warrant the full budget.
* **abcoathup** prioritized Protocol Guild, Geth, and Solidity for their contributions to core Ethereum development.
* **piesrtasty** focused on tooling, believing it was the most important area for generating impact.
* **ccerv1** allocated 45% to both Ethereum Core Contributions and OP Stack R&D, while allocating 10% to OP Stack Tooling.
* **shazow** allocated more funds to OP Stack Tooling than R&D based on the nature of the submissions.
* **annika** supported the full 8M OP allocation and utilized the ""Impact Groups"" method for allocating votes.
* **simple8720** prioritized Ethereum Core Contributions, believing it was foundational to the ecosystem.
* **fujiar** allocated the full 8M OP, prioritizing Ethereum Core Contributions, OP Stack R&D, and OP Stack Tooling.
* **MinimalGravitas** focused on Ethereum Core Contributors, believing they supported the entire ecosystem, followed by OP Stack R&D.
* **OPUser** emphasized the importance of research done by core contributors, allocating a higher reward ratio to OP Stack R&D.

In conclusion, the Optimism Collective's Retro Funding 5 highlights the community's dedication to supporting the development and growth of the Optimism ecosystem. The process itself saw improvements and fostered valuable discussions among badgeholders about the most crucial areas to prioritize for funding. 
"
Retro  Funding 🔴,https://gov.optimism.io/t/retro-funding-6-governance-round-details/8870,"Retro Funding 6: Governance is the sixth round of the Optimism Collective's retroactive public goods funding program. This round focuses on rewarding contributions to Optimism Governance, including infrastructure & tooling, analytics, and leadership. 

**Timeline:**
* Sign up: Oct 1st - Oct 14th
* Application Review: Oct 14th - Oct 28th
* Voting: Oct 31st - Nov 11th
* Results: Nov 19th

**Categories:**

* **Governance Infrastructure & Tooling:**  Infrastructure and tooling that powered governance or made its usage more accessible. Examples: Optimism Governor contracts, voting clients, identity & reputation infrastructure.
* **Governance Analytics:** Analytics that enabled accountability, transparency, improved performance, or aided in Collective design. Examples: governance performance reports, finance & grant analytics.
* **Governance Leadership:** Demonstrated leadership in the Collective, including hosting community calls, participation in councils, boards, and commissions. Examples: Optimism Governance Councils, Commissions, Boards, and GovNERDs.

**Eligibility & Ineligibility:** Specific requirements and exclusions apply to each category. 

**Round Size:** 
* Minimum OP allocation: 1.1M OP
* Maximum OP allocation: 3.5M OP
* Citizens will vote on the final allocation, with the median vote determining the amount. 

**Voting Design:**
* Based on Round 5's design with improvements based on feedback.
* Smaller voting groups dedicated to evaluating specific sets of applications.
* Experiment on impact attestations to collect more community-generated data.

**KYC & Grant Delivery:**
* Continuous improvements to the process.
* Grants will be streamed to recipients over 100 days via Superfluid.
* Minimum grant amount of 1,000 OP.

**Key Discussion Points:**

* **Councils Applying as a Group:** Councils/boards/commissions must submit a single application as a group; individual contributions are not eligible.
* **Governance Tools for OP Stack Chains:** Tools compatible with OP Stack chains, such as Base and Mode, are eligible under the Infrastructure & Tooling category.
* **Feedback from Round 5:**  Forum posts and a survey will be used to collect feedback.
* **Governance Leadership:**  Definition and examples of governance leadership are discussed, including participation in councils and NERD programs.
* **Delegate Participation:**  Debate arises regarding the exclusion of delegate participation in Retro Funding 6 and the proposal to reward actively participating delegates ranked outside the Top 100.
* **Application Window Extension:** The application window was extended to Oct 1st.
* **Application Link:**  The link for submitting Retro Funding 6 applications is retrofunding.optimism.io.

**Overall, Retro Funding 6: Governance seeks to reward those who have made significant contributions to the development and function of Optimism Governance.** 
"
Retro  Funding 🔴,https://gov.optimism.io/t/optimism-retro-funding-voting-design-evaluation/8872,"The Optimism Collective is evaluating the voting design of its Retro Funding program, which retroactively compensates work valuable to the Optimism ecosystem. GovXS, a research initiative under Token Engineering Academy, was tasked with evaluating the voting designs used in Rounds 1-4 of Retro Funding.

GovXS developed a new evaluation framework based on Social Choice Theory, assessing the designs across six dimensions: resistance to malicious behavior, incentive compatibility, simplicity for voters, majority & diversity representation, incentives alignment, and alignment with ""impact = profit."" 

The team found that none of the voting rules used in Rounds 1-4 were ""strategyproof,"" meaning voters could potentially benefit from misrepresenting their preferences. This issue can skew data, distort results, and hinder the objective truth in ""Impact = Profit.""

GovXS has proposed two alternative voting designs that aim to address this issue and make Retro Funding strategyproof in future rounds. The team shared its findings and solutions in a Badgeholder Workshop and is seeking to apply its work in Round 6 of Retro Funding. 
"
Retro  Funding 🔴,https://gov.optimism.io/t/retro-funding-6-announcing-guest-voter-participation/8816,"This text is about the upcoming Retro Funding Round 6, a program that awards OP (Optimism tokens) to contributions made to the Optimism Collective governance system. The key new feature of Round 6 is the introduction of ""Guest Voters"" alongside existing ""Citizens"" to participate in allocating funding. This is an experiment with the goal of evaluating different voter selection mechanisms. 

The primary research questions are:

1. **Do selection methods (Web of Trust or Proof of Work) produce significantly different voter groups than random selection?** To answer this, Guest Voters will be randomly selected and compared with Citizens and previous Guest Voters chosen through the other methods.
2. **Do randomly selected voters allocate resources differently from those selected via Web of Trust / Proof of Work?** This will be analyzed by comparing how Guest Voters and Citizens allocate OP, and how other stakeholders perceive the results.

The text outlines the experiment design, including how Guest Voters are being selected and the measures used to evaluate the results. It also addresses concerns about Sybil attacks and explains how the votes of Guest Voters will be integrated with those of Citizens.

The community discussion highlights:

* An initial suggestion to provide complete Round 6 details before introducing Guest Voters to ensure clear community understanding.
* Clarification that the experiment does not specifically focus on expertise as a variable but on the impact of different selection methods.
* Enthusiasm and questions from potential Guest Voters, including concerns about conflict of interest and the selection process.
* Updates on the number of Guest Voters chosen and the process for handling unfilled slots.

The text aims to inform the community about the upcoming Retro Funding Round 6 experiment and engage them in the discussion about its implications for future governance and funding allocation within the Optimism Collective. 
"
Retro  Funding 🔴,https://gov.optimism.io/t/voting-ux-for-retro-funding-5/8991,"The Optimism Collective redesigned their voting interface for Retro Funding 5 to improve the experience for badgeholders (voters). The key changes were:

* **Reduced project scope:** Only 79 projects were reviewed, compared to 600 in previous rounds.
* **Categorization:** Projects were grouped into subcategories to make comparisons easier.
* **Impact scoring system:** Voters assess each project's impact before allocating OP.
* **Allocation methods:** Preset algorithms provide starting points for allocating OP.
* **Objective metrics:** GitHub repository metrics were incorporated to offer more objective comparisons.
* **Improved user interface:** Project pages display key information clearly and consistently.

These changes aim to reduce cognitive load, increase focus, and improve decision-making for voters. The system allows for flexibility, with budget adjustments possible throughout the voting process. The ultimate goal is to increase confidence in the voting outcome. 
"
Retro  Funding 🔴,https://gov.optimism.io/t/discussion-on-chain-builders-delivering-metrics-data/8077,"This text chronicles the development of an open-source tool called EVM Explorer, designed to help identify and analyze smart contracts on the Optimism network, specifically for ""Retro Funding 4,"" a program rewarding onchain builders.

The discussion begins with excitement around Retro Funding 4, highlighting its goal to reward builders who deployed contracts on the Superchain and contributed to Optimism's success. The discussion revolves around challenges of verifying eligibility for onchain builders and the need for robust metrics to assess their impact.

EVM Explorer is introduced as a solution to quickly obtain smart contract data. The tool is progressively developed, adding support for multiple networks like Base, Zora, and Polygon.  It aims to provide a user-friendly interface to track transactions and analyze data for Optimism smart contracts.

The developer, pfedprog, emphasizes the importance of gathering data on grant programs in the Web3 space and its potential for informing future grant strategies, ultimately aiming to benefit developers. 

Overall, the text showcases the collaborative process behind building a valuable tool for the Optimism ecosystem, highlighting the importance of community feedback and the dedication to empowering developers. 
"
Retro  Funding 🔴,https://gov.optimism.io/t/retro-funding-5-op-stack-round-details/8612,"Retro Funding 5 is a round of retroactive public goods funding specifically focused on rewarding contributors to the OP Stack, a critical layer for Ethereum scaling. 

**Key points:**

* **Scope:** Rewards impact generated from October 2023 to August 2024 in three categories: Ethereum Core Contributions, OP Stack Research & Development, and OP Stack Tooling.
* **Eligibility:** Detailed criteria for each category, specifying eligible and ineligible projects.
* **Timeline:** Sign-up period (Aug 22nd - Sept 5th), application review (Sept 6th - Sept 20th), voting (Sept 30th - Oct 14th), results & grant delivery (October 21st).
* **Round Sizing:** Initially allocated 8m OP but is now open to community voting, with a minimum of 2m OP and a maximum of 8m OP.
* **Voting Design:** Badgeholders will be grouped to evaluate specific applications. Guest experts will also participate to assess the voting process.
* **KYC & Grant Delivery:**  Grants will be streamed over 100 days following KYC approval. A minimum of 1,000 OP is required to receive rewards.

**Controversy over round size:**

* Concerns have arisen regarding the initial 8m OP allocation due to lower-than-expected application turnout.
* The community is now voting on the final OP allocation for the round.
* Some community members argue that 8m OP is appropriate given the impact of the projects involved, while others believe it's excessive.

**Overall, Retro Funding 5 aims to acknowledge and reward contributions to the OP Stack while fostering community involvement in the allocation process. The outcome of the community voting will be closely watched as it could shape future rounds of Retro Funding and budget allocation within the Optimism Collective.** 
"
Retro  Funding 🔴,https://gov.optimism.io/t/impact-metrics-for-retro-funding-5/8931,"This document details the impact metrics used for Retro Funding 5, a program that rewards contributors to the Optimism Collective.  The metrics are designed to provide voters with data-driven insights beyond project self-reported impact statements. They are based on GitHub activity and are categorized as:

* **Basic GitHub stats:** Simple metrics like stars, forks, and contributor count.
* **Contributor counts:**  Identifies the number of unique contributors over the project's lifetime and past six months, including a count of ""trusted"" contributors (those ranked highly in OpenRank).
* **Trust-weighted metrics:** These metrics use OpenRank, a system that scores developers based on their contributions, to assess the impact of a project within the Optimism ecosystem. Metrics like trust-weighted stars and forks reflect the reputation of developers who interacted with the project.

The document provides a detailed breakdown of the specific metrics used, including their definitions and how they are calculated. It also acknowledges limitations, such as the focus on public GitHub activity, the exclusion of private contributions, and the potential for discrepancies between metrics on the voting page and the project's actual GitHub.

The document concludes with a call for feedback and encourages voters to use the metrics as a complement to their own research (DYOR). It also links to related topics and resources, showcasing the ongoing discussion and exploration of impact metrics within the Optimism Collective. 
"
Retro  Funding 🔴,https://gov.optimism.io/t/retro-funding-5-application-review-process/8730,"## Retro Funding 5: Application Review Process Summary

This text details the application review process for Retro Funding 5, a program by the Optimism Collective to fund public goods projects built on the OP Stack. 

**Here's a breakdown:**

**1. Application Review Process:**

* Citizens selected as reviewers evaluate applications for eligibility based on defined criteria.
* Reviewers are chosen via an opt-in process and random sampling.
* Lead reviewers guide the process and manage timelines.
* Reviewers are divided into groups to handle applications.
* A ""Rule Violation Check"" is performed initially, followed by a ""Full Review"" if needed.
* Applicants can appeal rejected applications.
* Applications can be edited for errors or misleading information.

**2. Review Rules:**

* Applications are rejected for violations like false statements, hateful content, deception, fraud, advertising, and exceeding eligibility criteria.
* Applications must be in English and cannot be duplicates.

**3. Reviewer Expectations:**

* Reviewers must commit 10 hours to the review process.
* They must be knowledgeable about the OP Stack.
* They need to actively participate in communication and meetings.
* They must follow the rules and provide written explanations for their reviews.

**4. Updates to RF5 Application Review Process:**

* Due to low reviewer participation, changes were made:
    * Two reviewer groups were created for specific categories.
    * Appeals will be reviewed by the same group for consistent decision making.
    * A jump seat reviewer will be on standby.
    * The ""Rule Violation Check"" was removed for efficiency.

**5. Timeline & Results:**

* The initial review phase was completed, with 63 applications approved and 85 rejected.
* Appeals were possible until September 19th.
* Final results were published, showing 79 approved applications, 68 rejected, and 2 withdrawn.

Overall, this document outlines the process of reviewing applications for Retro Funding 5, emphasizing the importance of clear rules, reviewer involvement, and ensuring eligible projects receive funding.
"
Retro  Funding 🔴,https://gov.optimism.io/t/pairwise-community-signaling-in-retro-funding-4-no-badge-required/8091,"This text is a discussion about the Pairwise voting system used in Retro Funding 4, a grant distribution initiative on the Optimism network. The core idea behind Pairwise is to simplify community signaling by presenting voters with two options at a time, making the process more accessible and engaging.

The discussion centers around the development of Pairwise, its application in Retro Funding 4, and the various challenges and considerations involved.

**Key takeaways:**

* **Pairwise aims to enhance community signaling:** It aims to make voting more accessible by simplifying the process and incorporating a gamification element.
* **The system is designed to be user-friendly and intuitive:** It uses a Tinder-like filtering system and a pairwise assessment approach to reduce cognitive load.
* **Pairwise leverages different stakeholder groups:** It allows for voting by token holders, delegates, badgeholders, and recipients, with weighted voting power based on their roles.
* **The discussion highlights the potential of Pairwise:** While the project is still in development, the authors express enthusiasm for its potential to improve community governance and decision-making.
* **Various challenges and concerns are addressed:** These include potential attack vectors, the need for transparency, and the choice of scoring algorithms.
* **The community is actively involved in shaping the system:** The authors encourage feedback and collaboration in improving the design and implementation of Pairwise.
* **The discussion provides technical details:** It covers the algorithm used, scoring formulas, and modifications made to improve accuracy and fairness.
* **The final scoring algorithm is determined through community engagement:** The authors provide a spreadsheet for community members to play with and suggest their own algorithms.
* **The Pairwise experiment has concluded:** The authors announce the results and findings, including an airdrop for participants.

Overall, the text provides a comprehensive overview of the Pairwise voting system, showcasing its development, challenges, and potential impact on the Optimism community. It also highlights the collaborative nature of the project, involving the community in shaping the system's future. 
"
Retro  Funding 🔴,https://gov.optimism.io/t/comprehensive-optimism-documentation-hub/8845,"This discussion on the Optimism forum centers around a proposal to create a comprehensive documentation hub for the Optimism ecosystem. Kaushik from PYOR proposes a multi-faceted approach including developer documentation, SDK/testing framework documentation, interactive learning tools, community resources, use case studies, and ongoing maintenance.

Cynthia, from the Technical Docs team at Optimism Foundation/OP Labs, responds with detailed feedback highlighting the alignment with internal efforts while emphasizing the need for coordination due to the project's complexity. She underscores the importance of addressing existing documentation needs, adhering to best practices, and fostering community involvement.

Key points raised by Cynthia include:

* **Internal Alignment:** The proposal aligns with ongoing efforts to organize and understand existing content, but requires coordination due to Optimism's evolving processes and future goals.
* **Documentation Needs:** The primary focus should be on updating and revising existing content rather than introducing new tools.
* **Best Practices:** Research-based best practices should guide content development, emphasizing the limitations of video content and extensive FAQs for developer documentation.
* **Community Involvement:**  The proposal could benefit from community contributions to tutorials, troubleshooting guides, documentation revisions, and feature enhancements.

Kaushik acknowledges Cynthia's feedback and expresses their commitment to ensuring the proposal aligns with Optimism's requirements, suggesting a refined approach will be presented soon. 
"
Retro  Funding 🔴,https://gov.optimism.io/t/pairwise-in-retro-funding-5-your-voting-tool/8887,"## Retro Funding 5: Pairwise Voting Tool Explained

Retro Funding 5, a funding mechanism for the Optimism Collective, introduces Pairwise as the voting tool. It simplifies the process by allowing badgeholders to choose between two project options at a time, resulting in a quantifiable outcome. This approach minimizes voting burden and cost. 

**Here's how it works:**

1. **Project Ranking:** Badgeholders rate projects within their assigned category using a star system (1-5 stars). This categorizes projects based on their impact on the OP Stack. 
2. **Pairwise Comparisons:** The system compares projects with the same star rating, allowing for more efficient and accurate results.
3. **Unlocking the Ballot:** After ranking projects, badgeholders unlock their ballot and are redirected to the main UI to finalize their vote.

**New Feature: Star Ratings**

This round introduces optional star ratings, which significantly reduce the number of pairwise comparisons needed. Projects with higher star ratings are given priority, while 1-star projects are excluded from further comparisons.

**Key Points:**

* Star ratings only affect projects within the same category.
* Badgeholders are assigned a specific category to rank.
* Pairwise comparisons occur only among projects with the same star rating.

**Discussion:**

The forum discussion highlights a concern about the fairness of star ratings across different categories. However, the clarification provided confirms that stars are used solely within each category and do not influence other categories. 
"
Retro  Funding 🔴,https://gov.optimism.io/t/retro-funding-5-badgeholder-manual/8877,"## Retro Funding 5: Badgeholder Manual Summary

This document outlines the process for Badgeholders participating in Retro Funding 5, a program by the Optimism Collective to reward contributors to the OP Stack for their impact. 

**Key Points:**

* **Voting Period:** September 30th - October 14th, 18:00 UTC
* **Participation:** Selected Badgeholders and guest voters are expected to dedicate 10 hours to participate.
* **Reward Amount:** Maximum per project: 12.5% of total round allocation; minimum per project: 1,000 OP
* **Impact Period:** October 1st, 2023 - August 1st, 2024
* **Voting Transparency:** Votes on round and category allocation are public, while votes on individual projects are private. Conflict of Interest disclosures are public.

**Voting Process:**

1. **Budget Allocation:** Voters decide the total OP allocation for the round (2M-8M OP) and the percentage of OP allocated to each of the three categories.
2. **Project Evaluation:** Voters are randomly assigned to evaluate projects within a specific category. 
3. **Project Rating:** Rate each project on a scale of impact and declare any conflicts of interest.
4. **Project Ranking:** Adjust the preliminary ranking based on preferences.
5. **Reward Allocation:** Allocate a percentage of rewards to each project using suggested methods or custom allocation.

**Key Concepts:**

* **Impact = Profit:** Retro Funding rewards projects based on their proven impact, not future expectations.
* **Venture Funding:** Venture funding is not considered a factor in evaluating a project's impact.
* **Voter Selection Experiment:** This round uses GitHub contribution graphs to identify individuals with high ""proximity"" to the OP Stack to test the effectiveness of this selection method.
* **Self-dealing & Bribery Policy:** Voters must disclose conflicts of interest and are prohibited from engaging in bribery.

**Additional Resources:**

* Voting app
* Pairwise, Impact Garden, DeVouch, RF5 Voting simulator
* Retrolist.app & Retropgfhub.com

**Overall, Retro Funding 5 aims to ensure fair rewards for contributors based on their demonstrated impact to the Optimism Collective.** 
"
Retro  Funding 🔴,https://gov.optimism.io/t/retro-funding-5-announcing-guest-voter-participation/8393,"Retro Funding 5 will introduce a new ""guest voter"" system to experiment with citizen selection mechanisms. 30 guest voters will be selected from developers who contribute to the Optimism ecosystem through a ""Proof of Work"" algorithm based on their GitHub activity. This experiment aims to test the hypothesis that developers with relevant technical competencies will be valuable contributors to the voting process. 

The introduction of guest voters has sparked debate within the community about the use of random sampling in citizen selection. Some argue that it devalues active citizens and disregards their unique contributions and expertise. They suggest opting in for participation, excluding inactive citizens, or creating a more supportive community environment to encourage engagement. Others believe that random sampling is necessary for scaling and experimentation, promoting a more inclusive and diverse voting process. 

The article also discusses the use of a confidence measurement in the voting process, aiming to understand the Citizen House's ability to understand technical proposals. The discussion highlights the challenges of balancing inclusivity and the need for technical expertise, as well as the importance of transparency and community feedback in developing effective metagovernance mechanisms.
"
Retro  Funding 🔴,https://gov.optimism.io/t/retro-funding-5-expert-voting-experiment/8613,"This text discusses Retro Funding 5, an experiment by the Optimism Collective to improve their retroactive public goods funding system. This round specifically explores the impact of expert voters on OP allocation decisions, comparing them to non-experts. 

**Key aspects of the experiment include:**

* **Expertise Measurement:** An algorithm measures voter expertise based on their GitHub activity related to the OP Stack.
* **Voter Groups:** Citizens (who opted into Season 6), Badgeholders (with established contributions), and Guest Voters (selected based on expertise) participate.
* **Treatment and Control Groups:** Citizens are randomly assigned to either high expertise (experiment) or low expertise (control) groups.
* **Voting Subgroups:** Voters are randomly assigned to subgroups focused on specific categories of projects (Ethereum Core Contributions, OP Stack Research & Development, OP Stack Tooling).
* **Voting Process:**  Voters allocate OP among categories and then evaluate projects within their assigned category.

**The experiment aims to answer the following questions:**

* Do experts allocate resources differently than non-experts?
* Are there differences between Badgeholders and Guest Voters?
* Does assigning Badgeholders to specific categories improve the voting experience?

**Challenges and Considerations:**

* The algorithm used to measure expertise might have flaws or blind spots.
* Random assignment to categories has its own potential biases and requires careful monitoring.
* The experiment also raises questions about the potential influence of experts on non-experts, and how best to foster knowledge sharing.

**Overall, Retro Funding 5 represents a step towards a more scientifically rigorous approach to evaluating and improving voting mechanisms within the Optimism Collective.** The results of this experiment will inform future rounds and potentially lead to a more robust and effective metagovernance system. 
"
Retro  Funding 🔴,https://gov.optimism.io/t/faq-retro-funding-onchain-builders/8200,"This text is a discussion thread on the Optimism Collective forum, focusing on the ""Retro Funding 4: Onchain Builders"" program.  

**Key points:**

* **Retro Funding is expanding to support the ""Superchain,""** which includes OP Mainnet, Base, Zora, Mode, Frax, and Metal.  
* **Questions and concerns arise regarding the program's gas usage metric.** There's a discussion on how to accurately calculate it, as it's crucial for the Retro Funding application.
* **A user, Glory, representing Sherlock, seeks clarification on the eligibility criteria.** They provide audit services to OP protocols but don't have contracts deployed on the listed OP chains.
* **The moderator, dmars300, clarifies that Sherlock doesn't meet the criteria for this round.**  
* **Liliop.eth encourages users to ask further questions on the Optimism Discord.**  
* **pfedprog discusses their ongoing project related to analyzing Optimism grants and hopes it qualifies for retro funding.**

The thread highlights the community's engagement with the Retro Funding program, with questions about its scope, metrics, and eligibility criteria. There's also a sense of anticipation for the impact of the program on the Optimism ecosystem. 
"
Retro  Funding 🔴,https://gov.optimism.io/t/how-to-withdrawal-from-coinbase-wallets/8828,"The text discusses how to withdraw assets from Coinbase wallets, specifically focusing on assets held on the Binance Smart Chain (BNB) network. The user is directed to the Optimism Discord server for assistance as this is a governance forum and not the appropriate place for technical support questions. The text also includes a link to the ""FAQ Retro Funding"" section, which may contain relevant information about withdrawing assets. 
"
Retro  Funding 🔴,https://gov.optimism.io/t/upcoming-retro-rounds-and-their-design/7861,"This text outlines the upcoming Retro Funding rounds for Optimism Collective in 2024.  The focus has shifted from broad-scoped rounds to more narrowly focused ones, with a distinct emphasis on different categories of contributions:

**Upcoming Rounds:**

* **Retro Funding 4 (May 2024): Onchain Builders** - Reward onchain builders driving Optimism adoption.
* **Retro Funding 5 (Aug 2024): OP Stack** - Reward contributions to the core OP stack.
* **Retro Funding 6 (Aug 2024): Governance** - Reward contributions to Optimism governance.
* **Retro Funding 7 (Oct 2024): Dev Tooling** - Reward tools supporting Optimism builders.

**Key Changes and Experiments:**

* **Narrower Scope:**  Retro rounds are now designed to target specific types of contributions, aiming to improve the builder and voter experience.
* **Impact Measurement:**  Different approaches are being tested for measuring upstream (improvements to Optimism) and downstream (user experience) contributions.
* **Experiments:**  Impact juries for qualitative impact evaluation and metrics-based evaluation for quantitive assessment are being implemented.
* **Increased Rounds:**  While the number of rounds is increasing, the goal is to keep individual citizen workload manageable.

**Community Feedback:**

* **Exclusion of Categories:**  The exclusion of consumer-facing tools, education initiatives, and events from the 2024 rounds has sparked concern, particularly regarding the impact of this on media outlets and educational projects.
* **Decentralization Concerns:**  Some members express concerns about the Foundation's unilateral decision-making power regarding retro funding design and the lack of direct community voting on the proposed changes.
* **Citizen Engagement:**  There is a call for more community engagement on the fundamental question of what forms of impact should be prioritized and rewarded.
* **Impact Measurement and Metrics:**  The focus on metrics-based evaluation has raised concerns about potential manipulation and the potential for metrics to overshadow the true meaning of impact.

Overall, the text presents a roadmap for future Retro Funding rounds with a renewed focus on targeted contributions, improved impact measurement, and experimentation. However, the changes have also sparked debates regarding the balance between community governance and Foundation leadership, the impact on specific project categories, and the long-term sustainability of the ""public goods"" aspect of Retro Funding.
"
